id||tweetId||user||tweet||timestamp||polarity||subjectivity
2948||1053989640171151360||coincizade||65 $ #Airdrop Link: https://t.co/N6soFu449r . #Airdrop #BOUNTY #ICO #freecoins  #cryptocurreency #bitcoin  #coin… https://t.co/GB9QUQWQUb||2018-10-21 12:41:27.000000||0.0||0.0
2949||1053989667618488320||sub_penny||RT @Stock__Master: #biotech stock $ARYC Up on Heavy Volume 💥💥💥   $SHLD $NAKD $UNF $GOOS $KORS $UAA $GIII $LULU $BABA $CRWS $UA $SGC $DFBG $…||2018-10-21 12:41:33.000000||-0.2||0.5
2950||1053989691488378880||JohnMcCoffeee||@DeathbyCoffeeSA @HODLFUEL @DeathWishCoffee @blckriflecoffee @Starbucks @Kristen_Colwell @blckchaincoffee… https://t.co/HZ3C4RZLrc||2018-10-21 12:41:39.000000||0.0||0.0
2951||1053989693426200576||coincizade||RT @coincizade: 65 $ #Airdrop Link: https://t.co/N6soFu449r . #Airdrop #BOUNTY #ICO #freecoins  #cryptocurreency #bitcoin  #coin #airdrops…||2018-10-21 12:41:39.000000||0.0||0.0
2952||1053989766272901120||ThisLincolnian||BB&amp;T $BBT Upgraded at ValuEngine https://t.co/gmUz9Blny2||2018-10-21 12:41:57.000000||0.0||0.0
2953||1053989781657567232||ProVesting||$DHR $GE $GOOG $GOOGL $SPOT:  Outside the Box: Larry Culp is the production ‘nerd’ who could just transform GE:  https://t.co/0zwnPazrCo||2018-10-21 12:42:00.000000||0.0||0.05
2954||1053989815820070912||milly_onaire||https://t.co/n7st2kifqF This awesome swing trading strategy WILL make you money!! $EMC $ENRG $STRAT $EXCL||2018-10-21 12:42:08.000000||1.0||1.0
2955||1053989830156181509||adam_dodds||RT @bravenewcoin: #Bitcoin Price: USD $6480.94 $BLX https://t.co/uBGkL4PWSO https://t.co/dvKVjs67um||2018-10-21 12:42:12.000000||0.0||0.0
2956||1053989879049347072||whatsonthorold2||Institutional Investors Are Dumping Applied Materials Inc $AMAT - https://t.co/6h9U2crO17||2018-10-21 12:42:24.000000||0.0||0.0
2957||1053989904122753024||adam_dodds||RT @bravenewcoin: #Bitcoin Price: USD $6476.72 $BLX https://t.co/uBGkL4PWSO https://t.co/dLz70i9z79||2018-10-21 12:42:29.000000||0.0||0.0
2958||1053989963409297412||rjsproptradingc||This week lots of action. @TickerMonkey @TCMLLC||2018-10-21 12:42:44.000000||0.1||0.1
2959||1053990024033767424||TinaNg0x||Kyber Network $KNC price: $0.43   Binance has over 3 million users! Join us today! 💎 😍    ➡️… https://t.co/0GipFA6Z4n||2018-10-21 12:42:58.000000||0.0||0.0
2960||1053990046175518723||FoxTradingGod||OmiseGO $OMG price: $3.37   QUICK! Sign up before Binance closes registration! 🤑 💎    ➡️ https://t.co/u5FM51HBk8… https://t.co/vWAiG4uzs6||2018-10-21 12:43:03.000000||0.5208333333333333||0.5
2961||1053990099011031041||StockTradingDVD||https://t.co/Bi7lRMGcWf Jason Bond wants you to try his trading alerts for FREE! $TRIL $LIVE $FB $TWTR #stocks||2018-10-21 12:43:16.000000||0.27878787878787875||0.4666666666666666
2962||1053990104233054209||TickerReport||ValuEngine Downgrades Bristol-Myers Squibb $BMY to Sell https://t.co/rMSejPPzz3||2018-10-21 12:43:17.000000||0.0||0.0
2963||1053990122570559488||macondailynews||Citigroup Lowers Bank of New York Mellon $BK Price Target to $60.00 https://t.co/C3pYyopBva||2018-10-21 12:43:22.000000||0.13636363636363635||0.45454545454545453
2964||1053990161573429249||mediasentiment||$PEG  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 694||2018-10-21 12:43:31.000000||0.13636363636363635||0.45454545454545453
2965||1053990185866878976||mediasentiment||$GS  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 697||2018-10-21 12:43:37.000000||0.13636363636363635||0.45454545454545453
2966||1053990192254717952||mediasentiment||$BLL  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 698||2018-10-21 12:43:38.000000||0.13636363636363635||0.45454545454545453
2967||1053990205869428737||whatsonthorold2||Marathon Oil Corp $MRO Quarterly Sentiment Change Report - https://t.co/fdBhIL72pg||2018-10-21 12:43:41.000000||0.0||0.0
2968||1053990255215415296||mediasentiment||$BMY  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 707||2018-10-21 12:43:53.000000||0.13636363636363635||0.45454545454545453
2969||1053990272114352128||each1tweet1||Claim FREE Stratis for watching videos – current returns: 0.2715 $STRAT daily  https://t.co/JpoAR59o6W  $KMD $DASH… https://t.co/lBPwIdBLKy||2018-10-21 12:43:57.000000||0.13333333333333333||0.4000000000000001
2970||1053990286739816450||whatsonthorold2||Honeywell $HON Holder Chemung Canal Trust Company Has Cut Its Position by $4.00 Million as Valuation Rose - https://t.co/MKZpg1nuaq||2018-10-21 12:44:01.000000||0.6||0.95
2971||1053990311234625544||Mwirigi||RT @GoldmanSachs: $GS employees go pink at #PinkDotHK2018 to support #LGBT inclusion. Proud to have sponsored @PinkdotHK since its inceptio…||2018-10-21 12:44:07.000000||0.35000000000000003||0.65
2972||1053990323334959104||molangerrx||Buy/Sell Bitcoin changes with up to 100x Leverage at Bitmex! 🧡😌  Get a 10% Fee Discount:  Click here:… https://t.co/foDmPT18zn||2018-10-21 12:44:09.000000||0.0||0.0
2973||1053990406914945024||kramer_sh||RT @sandrahuggins24: Been stocking up $linda whenever i get an opportunity. With the Ico i bought $ETN the profit was used to get more coin…||2018-10-21 12:44:29.000000||0.5||0.5
2974||1053990479728177152||dailypoliticaln||Facebook $FB Stock Rating Reaffirmed by Raymond James https://t.co/b9w0lsqLas||2018-10-21 12:44:47.000000||0.0||0.0
2975||1053990485520465920||dailypoliticaln||Zacks Investment Research Downgrades Marathon Petroleum $MPC to Hold https://t.co/HvLT6YTSPi||2018-10-21 12:44:48.000000||0.0||0.0
2976||1053990486036373510||dailymailtimes||Facebook $FB Stock Rating Reaffirmed by Raymond James https://t.co/x4jkqtLLpk #investing||2018-10-21 12:44:48.000000||0.0||0.0
2977||1053990489861615616||dailymailtimes||Zacks Investment Research Downgrades Marathon Petroleum $MPC to Hold https://t.co/r1G7SQZOps #investing||2018-10-21 12:44:49.000000||0.0||0.0
2978||1053990492604690432||stockbard||$DATA $ARE $MS $SON $TOO $HD $HE $PAY $FOR $A $GLOP $MMM! $I $FLY $MS $LEE||2018-10-21 12:44:50.000000||0.8||0.9
2979||1053990493745545216||dailypoliticaln||ValuEngine Downgrades Bristol-Myers Squibb $BMY to Sell https://t.co/yuXXYbmVES||2018-10-21 12:44:50.000000||0.0||0.0
2980||1053990496928980992||dailymailtimes||ValuEngine Downgrades Bristol-Myers Squibb $BMY to Sell https://t.co/3AkXjyLZZ0 #investing||2018-10-21 12:44:51.000000||0.0||0.0
2981||1053990527845175297||ZolmaxNews||Marathon Petroleum $MPC Downgraded by Zacks Investment Research https://t.co/e1CKgljN4D||2018-10-21 12:44:58.000000||0.0||0.0
2982||1053990529690689536||MareaInformativ||Iron Financial LLC Buys 1,150 Shares of Procter &amp; Gamble Co $PG https://t.co/mOjya2qK5x||2018-10-21 12:44:59.000000||0.0||0.0
2983||1053990532995866625||ZolmaxNews||Raymond James Reaffirms “Buy” Rating for Facebook $FB https://t.co/BVUj7Y0N3F||2018-10-21 12:44:59.000000||0.0||0.0
2984||1053990532999987200||MareaInformativ||MainStreet Investment Advisors LLC Purchases 7,461 Shares of Intel Co. $INTC https://t.co/72m34N6Oy9||2018-10-21 12:44:59.000000||0.0||0.0
2985||1053990534958637059||EMECapital1||$FB 1 hour Chart from 10/12 post market. Reached another blue box &amp; reacted lower once again #Elliottwave #Trading… https://t.co/Pe6vE5FL1e||2018-10-21 12:45:00.000000||0.0||0.1
2986||1053990535340417026||bhattidaud||$FB 1 hour Chart from 10/12 post market. Reached another blue box &amp; reacted lower once again #Elliottwave #Trading… https://t.co/vkQFKRsUTc||2018-10-21 12:45:00.000000||0.0||0.1
2987||1053990545763250178||MareaInformativ||DNB Asset Management AS Purchases 1,442 Shares of Autodesk, Inc. $ADSK https://t.co/eYfUr0rsFL||2018-10-21 12:45:02.000000||0.0||0.0
2988||1053990541527015425||MareaInformativ||Abbott Laboratories $ABT Stake Raised by Community Bank &amp; Trust Waco Texas https://t.co/u1afpxHwWh||2018-10-21 12:45:01.000000||0.0||0.0
2989||1053990555468947461||MareaInformativ||Tirschwell &amp; Loewy Inc. Sells 8,700 Shares of General Electric $GE https://t.co/LmAcUIxPwJ||2018-10-21 12:45:05.000000||0.05000000000000002||0.5
2990||1053990558841126913||MareaInformativ||World Asset Management Inc Cuts Holdings in Hess Corp. $HES https://t.co/TJzdI3b5wC||2018-10-21 12:45:06.000000||0.0||0.0
2991||1053990567347130368||MareaInformativ||Morgan Stanley Increases Intuitive Surgical $ISRG Price Target to $600.00 https://t.co/h40P0IyOBw||2018-10-21 12:45:08.000000||0.0||0.0
2992||1053990579523194880||MareaInformativ||Morgan Stanley Increases Home Depot $HD Price Target to $225.00 https://t.co/eyk10nwp9l||2018-10-21 12:45:11.000000||0.0||0.0
2993||1053990589765767168||vivianclaw||Register with Binance and you can trade for as low as 0.05% fee. 3-5x cheaper than Bithumb / Bitfinex / HitBTC / Po… https://t.co/4cCuCIymDB||2018-10-21 12:45:13.000000||0.0||0.3
